Employee_ID,Age,Gender,Region,Industry,Job_Role,Years_of_Experience
EMP3946,49,Female,Oceania,Education,Project Manager,22
EMP3947,30,Male,Oceania,IT,Designer,19
EMP3948,56,Female,Oceania,Manufacturing,Project Manager,35
EMP3949,57,Non-binary,Asia,Healthcare,Marketing,15
EMP3950,56,Male,Asia,Finance,Data Scientist,6
EMP3951,49,Prefer not to say,Asia,Finance,Designer,10
EMP3952,27,Male,North America,IT,Marketing,21
EMP3953,40,Female,Oceania,IT,Designer,12
EMP3954,53,Non-binary,Europe,Retail,Data Scientist,21
EMP3955,49,Female,South America,Healthcare,Software Engineer,8
EMP3956,59,Non-binary,North America,Education,Project Manager,24
EMP3957,35,Male,Oceania,Retail,Sales,30
EMP3958,54,Non-binary,North America,Manufacturing,Project Manager,17
EMP3959,24,Female,Asia,Consulting,Software Engineer,30
EMP3960,47,Male,South America,Finance,HR,3
EMP3961,34,Prefer not to say,South America,Finance,Marketing,33
EMP3962,36,Male,Europe,Manufacturing,Data Scientist,14
EMP3963,60,Male,Europe,Retail,HR,34
EMP3964,26,Male,Africa,Consulting,HR,1
EMP3965,54,Female,Asia,IT,Marketing,22
EMP3966,41,Prefer not to say,Oceania,Retail,Data Scientist,10
EMP3967,58,Female,Oceania,Manufacturing,Designer,2
EMP3968,34,Prefer not to say,Asia,Retail,Marketing,22
EMP3969,57,Female,Oceania,IT,Data Scientist,21
EMP3970,58,Non-binary,Asia,Finance,Marketing,5
EMP3971,27,Male,Africa,Consulting,Marketing,30
EMP3972,56,Female,Africa,Finance,Marketing,9
EMP3973,27,Non-binary,Oceania,Finance,Data Scientist,4
EMP3974,31,Female,North America,Finance,Sales,32
EMP3975,60,Female,Africa,Manufacturing,Sales,28
EMP3976,27,Non-binary,Africa,Healthcare,HR,2
EMP3977,42,Non-binary,Europe,Education,Project Manager,2
EMP3978,22,Non-binary,Oceania,Retail,Data Scientist,1
EMP3979,47,Male,Africa,IT,HR,25
EMP3980,50,Male,Asia,Consulting,Project Manager,11
EMP3981,43,Male,South America,Manufacturing,Software Engineer,21
EMP3982,37,Female,Oceania,Manufacturing,HR,34
EMP3983,43,Non-binary,North America,Education,Data Scientist,35
EMP3984,43,Prefer not to say,South America,Finance,Designer,29
EMP3985,45,Prefer not to say,Africa,Healthcare,Sales,28
EMP3986,44,Male,Europe,IT,Project Manager,7
EMP3987,34,Female,South America,Retail,Designer,4
EMP3988,29,Male,Oceania,Manufacturing,HR,25
EMP3989,54,Female,Asia,Consulting,Sales,16
EMP3990,36,Prefer not to say,Africa,IT,HR,23
EMP3991,46,Prefer not to say,Oceania,Retail,HR,22
EMP3992,31,Male,North America,Healthcare,Software Engineer,14
EMP3993,46,Non-binary,South America,Healthcare,Sales,3
EMP3994,38,Prefer not to say,Oceania,Education,Designer,18
EMP3995,25,Male,Asia,IT,Sales,27
EMP3996,50,Male,Europe,Finance,Designer,6
EMP3997,58,Prefer not to say,Oceania,Finance,Project Manager,2
EMP3998,47,Prefer not to say,North America,Education,Project Manager,19
EMP3999,27,Prefer not to say,South America,Finance,Sales,7
EMP4000,24,Non-binary,Europe,Consulting,HR,11
EMP4001,38,Non-binary,Europe,Retail,Project Manager,33
EMP4002,38,Female,Asia,Manufacturing,Designer,22
EMP4003,22,Female,Africa,Finance,Software Engineer,16
EMP4004,40,Female,Asia,Consulting,Data Scientist,8
EMP4005,39,Prefer not to say,South America,Healthcare,Sales,20
EMP4006,43,Prefer not to say,Oceania,Healthcare,Sales,12
EMP4007,44,Male,South America,Finance,Sales,12
EMP4008,47,Prefer not to say,North America,IT,Project Manager,33
EMP4009,35,Non-binary,Asia,Finance,Project Manager,24
EMP4010,23,Prefer not to say,Oceania,Healthcare,HR,28
EMP4011,27,Prefer not to say,Africa,Healthcare,Project Manager,6
EMP4012,47,Prefer not to say,North America,Education,Project Manager,12
EMP4013,39,Female,Asia,Healthcare,HR,3
EMP4014,39,Non-binary,Africa,Education,HR,3
EMP4015,59,Female,Oceania,Consulting,Designer,6
EMP4016,52,Male,South America,IT,HR,34
EMP4017,29,Female,Africa,Education,Marketing,23
EMP4018,51,Male,North America,Education,Marketing,32
EMP4019,23,Male,Africa,Consulting,Designer,10
EMP4020,24,Non-binary,South America,Education,HR,30
EMP4021,41,Prefer not to say,Oceania,Healthcare,Designer,18
EMP4022,52,Prefer not to say,Oceania,Retail,HR,16
EMP4023,52,Non-binary,Europe,Healthcare,Software Engineer,3
EMP4024,37,Prefer not to say,Oceania,Finance,Designer,21
EMP4025,57,Non-binary,Europe,Retail,Software Engineer,8
EMP4026,51,Non-binary,Africa,Healthcare,Data Scientist,6
EMP4027,45,Prefer not to say,Africa,Retail,Sales,25
EMP4028,53,Prefer not to say,Oceania,Retail,Project Manager,22
EMP4029,26,Male,Oceania,IT,Marketing,1
EMP4030,52,Prefer not to say,Europe,Education,Designer,25
EMP4031,39,Non-binary,North America,Healthcare,Project Manager,12
EMP4032,47,Female,Oceania,Manufacturing,Project Manager,19
EMP4033,32,Prefer not to say,Asia,Healthcare,Project Manager,21
EMP4034,29,Male,Africa,Healthcare,Project Manager,28
EMP4035,40,Male,Africa,Retail,Project Manager,2
EMP4036,44,Male,Europe,Finance,Software Engineer,9
EMP4037,53,Female,Oceania,Finance,Marketing,10
EMP4038,23,Male,Oceania,Consulting,Sales,20
EMP4039,36,Non-binary,South America,Manufacturing,HR,26
EMP4040,39,Male,Africa,Retail,Designer,9
EMP4041,59,Male,Asia,IT,Marketing,2
EMP4042,37,Male,South America,Healthcare,HR,25
EMP4043,30,Non-binary,Asia,IT,Software Engineer,4
EMP4044,24,Male,Oceania,Consulting,Project Manager,3
EMP4045,47,Prefer not to say,North America,Finance,Software Engineer,15
EMP4046,59,Non-binary,South America,Finance,Project Manager,7
EMP4047,37,Non-binary,Asia,Education,HR,29
EMP4048,57,Non-binary,Oceania,IT,Marketing,5
EMP4049,30,Male,Europe,Healthcare,Sales,9
EMP4050,39,Non-binary,South America,IT,Marketing,24
EMP4051,34,Male,North America,Education,Designer,28
EMP4052,48,Male,North America,Healthcare,Marketing,13
EMP4053,58,Female,Asia,Finance,Project Manager,27
EMP4054,46,Female,Oceania,Retail,Marketing,29
EMP4055,28,Male,Asia,Manufacturing,Project Manager,15
EMP4056,23,Male,North America,Healthcare,Software Engineer,22
EMP4057,54,Prefer not to say,Asia,Healthcare,Software Engineer,32
EMP4058,43,Male,Africa,Consulting,HR,18
EMP4059,41,Male,Europe,Retail,Designer,25
EMP4060,43,Male,South America,Finance,Marketing,30
EMP4061,36,Female,Africa,Education,HR,1
EMP4062,58,Female,Africa,Finance,Software Engineer,12
EMP4063,23,Non-binary,North America,IT,HR,4
EMP4064,38,Male,Oceania,Finance,Marketing,27
EMP4065,35,Non-binary,South America,Consulting,Marketing,28
EMP4066,51,Non-binary,Oceania,Retail,HR,19
EMP4067,28,Female,North America,Consulting,Software Engineer,15
EMP4068,42,Male,North America,Education,HR,30
EMP4069,56,Prefer not to say,Asia,Consulting,Marketing,11
EMP4070,49,Male,Asia,IT,Project Manager,35
EMP4071,45,Prefer not to say,Oceania,Retail,Data Scientist,31
EMP4072,37,Female,Africa,Healthcare,Sales,14
EMP4073,23,Non-binary,South America,Retail,Marketing,9
EMP4074,37,Male,Oceania,Education,Data Scientist,27
EMP4075,59,Female,Asia,Finance,Data Scientist,8
EMP4076,50,Non-binary,Asia,Finance,Software Engineer,14
EMP4077,46,Prefer not to say,Africa,Manufacturing,Data Scientist,14
EMP4078,54,Female,Asia,Finance,Data Scientist,20
EMP4079,38,Male,Oceania,Education,Marketing,10
EMP4080,55,Female,South America,Finance,Designer,17
EMP4081,49,Prefer not to say,South America,IT,Designer,17
EMP4082,41,Non-binary,North America,Education,Sales,19
EMP4083,22,Male,South America,Retail,Marketing,31
EMP4084,52,Prefer not to say,Asia,IT,Project Manager,35
EMP4085,28,Non-binary,North America,Manufacturing,Marketing,28
EMP4086,50,Non-binary,Asia,Retail,Project Manager,20
EMP4087,35,Non-binary,South America,Finance,Software Engineer,6
EMP4088,33,Male,Africa,Education,Project Manager,6
EMP4089,47,Male,North America,Manufacturing,Marketing,9
EMP4090,51,Prefer not to say,Asia,Retail,Designer,26
EMP4091,57,Non-binary,North America,Education,HR,13
EMP4092,59,Female,North America,Education,HR,10
EMP4093,25,Female,Oceania,Education,Data Scientist,34
EMP4094,42,Male,Asia,Finance,Marketing,18
EMP4095,34,Female,South America,Retail,Project Manager,31
EMP4096,33,Non-binary,North America,Manufacturing,HR,4
EMP4097,23,Male,South America,Finance,Data Scientist,24
EMP4098,23,Male,Europe,Education,Marketing,31
EMP4099,54,Prefer not to say,Africa,IT,Data Scientist,2
EMP4100,34,Non-binary,Africa,IT,Project Manager,25
EMP4101,54,Male,Europe,Retail,Data Scientist,24
EMP4102,43,Prefer not to say,Oceania,IT,Designer,14
EMP4103,53,Non-binary,Asia,Consulting,Software Engineer,34
EMP4104,59,Male,Asia,Consulting,Marketing,12
EMP4105,33,Non-binary,Africa,Consulting,HR,29
EMP4106,58,Female,Oceania,IT,Data Scientist,11
EMP4107,36,Prefer not to say,Oceania,Manufacturing,Marketing,3
EMP4108,27,Non-binary,North America,Healthcare,Sales,8
EMP4109,32,Non-binary,Oceania,Finance,Designer,7
EMP4110,40,Non-binary,Oceania,Manufacturing,Sales,12
EMP4111,59,Non-binary,Oceania,Education,Data Scientist,6
EMP4112,55,Male,North America,Finance,Data Scientist,33
EMP4113,24,Non-binary,Oceania,Consulting,Sales,18
EMP4114,50,Male,South America,Manufacturing,Marketing,30
EMP4115,49,Non-binary,Oceania,Retail,Sales,21
EMP4116,46,Prefer not to say,North America,Manufacturing,Software Engineer,26
EMP4117,27,Prefer not to say,Europe,Consulting,Marketing,22
EMP4118,47,Male,North America,Manufacturing,HR,35
EMP4119,47,Male,North America,Retail,Marketing,8
EMP4120,41,Prefer not to say,South America,Consulting,HR,21
EMP4121,30,Male,Asia,Finance,Project Manager,12
EMP4122,27,Male,South America,Retail,HR,25
EMP4123,48,Female,North America,Healthcare,HR,30
EMP4124,28,Female,Europe,Education,Sales,13
EMP4125,25,Male,Africa,IT,Designer,29
EMP4126,31,Prefer not to say,South America,Education,HR,28
EMP4127,30,Female,Oceania,Healthcare,Designer,12
EMP4128,30,Non-binary,Africa,Education,Software Engineer,13
EMP4129,55,Male,Europe,Education,Designer,5
EMP4130,43,Male,Asia,Retail,HR,18
EMP4131,44,Male,Oceania,Consulting,Sales,31
EMP4132,54,Non-binary,North America,Retail,Designer,19
EMP4133,53,Prefer not to say,Africa,IT,Data Scientist,32
EMP4134,53,Non-binary,Asia,Healthcare,Project Manager,25
EMP4135,23,Male,Europe,Manufacturing,Sales,34
EMP4136,50,Male,Europe,Education,HR,27
EMP4137,42,Female,Oceania,Education,Designer,7
EMP4138,47,Non-binary,Africa,Consulting,Project Manager,24
EMP4139,37,Prefer not to say,Africa,Retail,Designer,1
EMP4140,40,Non-binary,Africa,IT,HR,17
EMP4141,43,Prefer not to say,Asia,Retail,Marketing,32
EMP4142,33,Non-binary,Oceania,Manufacturing,Software Engineer,5
EMP4143,53,Prefer not to say,South America,Education,Project Manager,5
EMP4144,39,Male,North America,Healthcare,Sales,29
EMP4145,44,Non-binary,Africa,IT,HR,3
EMP4146,41,Female,Europe,IT,Data Scientist,16
EMP4147,49,Female,South America,Manufacturing,Data Scientist,6
EMP4148,27,Non-binary,Oceania,Healthcare,Software Engineer,10
EMP4149,36,Male,Africa,Retail,Data Scientist,34
EMP4150,26,Non-binary,North America,Manufacturing,HR,1
EMP4151,36,Non-binary,Europe,IT,Data Scientist,9
EMP4152,47,Male,Africa,IT,Sales,9
EMP4153,53,Male,South America,Finance,Sales,12
EMP4154,22,Prefer not to say,Europe,Retail,Project Manager,23
EMP4155,33,Male,Oceania,Finance,Marketing,1
EMP4156,31,Prefer not to say,South America,Manufacturing,Project Manager,21
EMP4157,59,Non-binary,Europe,Consulting,Marketing,8
EMP4158,22,Prefer not to say,Asia,Healthcare,HR,5
EMP4159,28,Prefer not to say,Africa,Consulting,HR,14
EMP4160,33,Prefer not to say,Europe,Consulting,Marketing,3
EMP4161,37,Male,North America,Manufacturing,Designer,11
EMP4162,40,Non-binary,North America,Education,HR,31
EMP4163,40,Male,Asia,Education,Software Engineer,8
EMP4164,50,Prefer not to say,Africa,Education,HR,17
EMP4165,37,Prefer not to say,North America,Finance,Data Scientist,1
EMP4166,40,Prefer not to say,Oceania,Finance,HR,33
EMP4167,51,Male,Asia,Education,Sales,26
EMP4168,35,Male,North America,Retail,Sales,21
EMP4169,44,Non-binary,North America,IT,Data Scientist,21
EMP4170,33,Female,Oceania,Retail,Designer,4
EMP4171,53,Female,Oceania,IT,Sales,25
EMP4172,50,Prefer not to say,Asia,IT,Sales,13
EMP4173,58,Non-binary,South America,Retail,HR,20
EMP4174,44,Non-binary,Europe,Finance,Data Scientist,9
EMP4175,45,Male,Europe,Finance,HR,26
EMP4176,53,Prefer not to say,Europe,IT,HR,12
EMP4177,45,Female,Africa,Healthcare,Software Engineer,25
EMP4178,23,Male,North America,Education,HR,30
EMP4179,44,Female,North America,Finance,Sales,31
EMP4180,44,Prefer not to say,Europe,Consulting,Software Engineer,15
EMP4181,52,Female,Africa,Retail,Project Manager,22
EMP4182,26,Female,Europe,Healthcare,Project Manager,15
EMP4183,30,Female,Africa,Healthcare,Designer,3
EMP4184,45,Male,Asia,Consulting,Sales,19
EMP4185,57,Female,Asia,Education,Software Engineer,13
EMP4186,35,Male,North America,Healthcare,HR,9
EMP4187,38,Prefer not to say,Africa,Consulting,Data Scientist,12
EMP4188,32,Prefer not to say,Europe,Education,Marketing,5
EMP4189,26,Female,South America,Healthcare,Software Engineer,16
EMP4190,29,Male,Africa,Healthcare,Data Scientist,30
EMP4191,49,Male,Europe,IT,Software Engineer,3
EMP4192,53,Female,Europe,Finance,Project Manager,33
EMP4193,52,Female,Oceania,Retail,Data Scientist,21
EMP4194,31,Female,South America,Finance,Data Scientist,21
EMP4195,49,Female,Asia,Education,Designer,7
EMP4196,58,Male,Oceania,IT,Sales,9
EMP4197,43,Male,Oceania,Education,Software Engineer,11
EMP4198,56,Non-binary,South America,Finance,Sales,4
EMP4199,34,Non-binary,Asia,Consulting,Data Scientist,6
EMP4200,55,Male,South America,Healthcare,Designer,19
EMP4201,42,Male,Europe,Education,HR,4
EMP4202,51,Female,South America,Education,Marketing,16
EMP4203,57,Prefer not to say,Asia,Education,Software Engineer,21
EMP4204,29,Prefer not to say,Asia,Retail,Software Engineer,13
EMP4205,24,Prefer not to say,Asia,Retail,Software Engineer,33
EMP4206,44,Male,Africa,Healthcare,Marketing,10
EMP4207,34,Non-binary,South America,IT,HR,20
EMP4208,23,Female,Asia,Finance,Designer,7
EMP4209,44,Prefer not to say,Asia,IT,Project Manager,33
EMP4210,46,Male,North America,Healthcare,Data Scientist,6
EMP4211,38,Non-binary,Africa,Education,Designer,23
EMP4212,35,Female,Africa,Consulting,Project Manager,17
EMP4213,41,Prefer not to say,Asia,Retail,Designer,20
EMP4214,42,Prefer not to say,South America,IT,Designer,32
EMP4215,50,Prefer not to say,Africa,IT,Sales,11
EMP4216,60,Non-binary,Africa,Consulting,Data Scientist,10
EMP4217,54,Male,North America,Retail,Designer,13
EMP4218,31,Male,Africa,Consulting,Software Engineer,9
EMP4219,35,Non-binary,Europe,Healthcare,Designer,31
EMP4220,46,Prefer not to say,Africa,Finance,Designer,18
EMP4221,56,Prefer not to say,North America,IT,HR,31
EMP4222,47,Prefer not to say,Asia,Retail,Software Engineer,9
EMP4223,59,Prefer not to say,Oceania,Retail,Software Engineer,17
EMP4224,48,Non-binary,Europe,Retail,HR,17
EMP4225,28,Prefer not to say,North America,Education,Sales,29
EMP4226,30,Male,Africa,IT,Project Manager,24
EMP4227,24,Male,Africa,Consulting,Marketing,15
EMP4228,47,Non-binary,Oceania,Finance,Designer,12
EMP4229,34,Prefer not to say,Oceania,Education,HR,9
EMP4230,59,Prefer not to say,Asia,Finance,HR,34
EMP4231,52,Male,Europe,Education,Sales,23
EMP4232,57,Prefer not to say,South America,Healthcare,HR,3
EMP4233,49,Prefer not to say,Europe,Finance,Software Engineer,33
EMP4234,26,Non-binary,Africa,Retail,Data Scientist,9
EMP4235,39,Female,Oceania,IT,Sales,20
EMP4236,59,Non-binary,Oceania,Education,Designer,9
EMP4237,38,Non-binary,Asia,Manufacturing,HR,23
EMP4238,60,Non-binary,Oceania,Healthcare,Designer,1
EMP4239,48,Female,Africa,Finance,Marketing,1
EMP4240,45,Non-binary,North America,Manufacturing,Marketing,17
EMP4241,32,Female,Europe,IT,Sales,32
EMP4242,52,Male,North America,Retail,Project Manager,23
EMP4243,26,Male,Africa,IT,Sales,2
EMP4244,38,Non-binary,Asia,Manufacturing,Project Manager,31
EMP4245,23,Non-binary,Oceania,Manufacturing,Designer,24
EMP4246,29,Male,Oceania,Healthcare,Project Manager,18
EMP4247,49,Female,South America,Education,Sales,11
EMP4248,29,Male,North America,Education,Sales,16
EMP4249,36,Male,Oceania,Finance,Project Manager,20
EMP4250,44,Male,South America,Retail,Software Engineer,28
EMP4251,31,Female,Oceania,Consulting,Data Scientist,30
EMP4252,58,Female,Africa,Education,Designer,22
EMP4253,49,Prefer not to say,South America,Retail,Designer,30
EMP4254,55,Male,South America,Manufacturing,HR,22
EMP4255,51,Prefer not to say,Asia,IT,Designer,12
EMP4256,27,Non-binary,Europe,Education,Designer,6
EMP4257,56,Male,Asia,Retail,Data Scientist,19
EMP4258,24,Male,Asia,Finance,Sales,12
EMP4259,24,Female,North America,Finance,Designer,26
EMP4260,29,Male,North America,Education,Data Scientist,10
EMP4261,58,Non-binary,South America,Healthcare,Designer,8
EMP4262,31,Prefer not to say,North America,Retail,HR,28
EMP4263,30,Prefer not to say,North America,Retail,Data Scientist,14
EMP4264,43,Female,Asia,IT,Marketing,7
EMP4265,26,Prefer not to say,South America,Finance,Project Manager,28
EMP4266,45,Prefer not to say,Oceania,Manufacturing,Project Manager,20
EMP4267,22,Male,Europe,Healthcare,Sales,23
EMP4268,50,Male,South America,Finance,HR,31
EMP4269,48,Non-binary,North America,IT,Project Manager,34
EMP4270,58,Female,North America,Education,Data Scientist,33
EMP4271,35,Male,North America,Finance,Software Engineer,5
EMP4272,53,Non-binary,Asia,Manufacturing,Marketing,19
EMP4273,25,Prefer not to say,North America,Consulting,Project Manager,27
EMP4274,53,Male,Asia,Finance,Sales,18
EMP4275,29,Prefer not to say,North America,IT,Software Engineer,13
EMP4276,25,Non-binary,Africa,Retail,Software Engineer,26
EMP4277,31,Non-binary,North America,IT,HR,2
EMP4278,52,Female,Africa,Finance,Designer,14
EMP4279,34,Prefer not to say,Asia,Consulting,Marketing,4
EMP4280,45,Male,Oceania,Retail,Sales,21
EMP4281,47,Non-binary,North America,Education,Project Manager,9
EMP4282,27,Non-binary,North America,Manufacturing,Designer,16
EMP4283,26,Non-binary,Africa,Manufacturing,Designer,14
EMP4284,37,Non-binary,Europe,Finance,Sales,10
EMP4285,60,Female,Europe,Manufacturing,Sales,34
EMP4286,29,Non-binary,Oceania,Education,Software Engineer,13
EMP4287,27,Non-binary,Europe,IT,Marketing,14
EMP4288,36,Non-binary,Europe,Manufacturing,Marketing,11
EMP4289,52,Male,North America,IT,HR,31
EMP4290,37,Male,North America,Education,Software Engineer,6
EMP4291,55,Female,Europe,Consulting,Project Manager,1
EMP4292,51,Male,Oceania,Finance,Designer,26
EMP4293,37,Female,Asia,Consulting,Designer,29
EMP4294,28,Female,North America,Consulting,Sales,23
EMP4295,28,Non-binary,South America,Consulting,Marketing,17
EMP4296,47,Female,Asia,Consulting,Designer,20
EMP4297,23,Female,Asia,Education,HR,28
EMP4298,32,Non-binary,Oceania,Healthcare,Sales,28
EMP4299,38,Non-binary,South America,Consulting,Software Engineer,32
EMP4300,22,Prefer not to say,Asia,Manufacturing,Marketing,1
EMP4301,32,Male,North America,Education,Sales,14
EMP4302,22,Female,South America,Retail,Data Scientist,6
EMP4303,46,Male,Africa,IT,Project Manager,8
EMP4304,30,Non-binary,North America,Manufacturing,Project Manager,33
EMP4305,25,Female,North America,IT,Marketing,3
EMP4306,49,Female,North America,IT,Marketing,22
EMP4307,51,Prefer not to say,Oceania,Consulting,Data Scientist,6
EMP4308,57,Prefer not to say,Europe,Education,Data Scientist,16
EMP4309,58,Male,South America,Education,Project Manager,30
EMP4310,45,Prefer not to say,Oceania,Manufacturing,Designer,3
EMP4311,32,Prefer not to say,South America,IT,Sales,25
EMP4312,45,Non-binary,Africa,Consulting,HR,15
EMP4313,28,Female,Europe,Retail,Software Engineer,31
EMP4314,22,Non-binary,Oceania,Education,Software Engineer,31
EMP4315,41,Non-binary,North America,Finance,Designer,26
EMP4316,37,Non-binary,North America,Healthcare,Sales,22
EMP4317,25,Female,Asia,Healthcare,Designer,31
EMP4318,33,Female,Africa,Consulting,Sales,4
EMP4319,50,Male,Europe,Finance,Designer,30
EMP4320,56,Prefer not to say,North America,Retail,Sales,26
EMP4321,51,Non-binary,Oceania,Finance,Sales,34
EMP4322,42,Non-binary,Asia,IT,Data Scientist,32
EMP4323,50,Male,North America,Manufacturing,HR,5
EMP4324,48,Non-binary,Europe,Consulting,Designer,15
EMP4325,22,Non-binary,Asia,Consulting,Sales,18
EMP4326,30,Male,North America,Healthcare,Data Scientist,13
EMP4327,44,Female,Europe,Manufacturing,Sales,33
EMP4328,23,Male,North America,Education,Project Manager,4
EMP4329,55,Male,South America,Retail,Project Manager,4
EMP4330,35,Non-binary,Africa,Manufacturing,Marketing,18
EMP4331,55,Non-binary,South America,Healthcare,Project Manager,35
EMP4332,57,Prefer not to say,Oceania,Finance,Marketing,3
EMP4333,32,Male,Asia,Manufacturing,Marketing,34
EMP4334,22,Prefer not to say,North America,Education,Project Manager,13
EMP4335,55,Non-binary,Africa,Retail,Sales,2
EMP4336,47,Prefer not to say,Europe,Healthcare,Data Scientist,19
EMP4337,44,Male,Oceania,Retail,Data Scientist,21
EMP4338,58,Prefer not to say,South America,Manufacturing,Sales,26
EMP4339,56,Female,Europe,Manufacturing,Marketing,1
EMP4340,40,Female,Oceania,Finance,Project Manager,27
EMP4341,56,Male,Oceania,Finance,Marketing,33
EMP4342,45,Male,Africa,Retail,Project Manager,7
EMP4343,56,Non-binary,Asia,Education,Designer,17
EMP4344,30,Male,Africa,IT,Sales,2
EMP4345,34,Female,Africa,Finance,Sales,12
EMP4346,57,Male,Oceania,Manufacturing,HR,21
EMP4347,32,Male,Oceania,Education,Project Manager,1
EMP4348,46,Non-binary,South America,Manufacturing,Sales,20
EMP4349,40,Female,Oceania,Healthcare,Data Scientist,9
EMP4350,60,Male,South America,Retail,Data Scientist,11
EMP4351,37,Prefer not to say,Asia,Manufacturing,Sales,18
EMP4352,54,Prefer not to say,Asia,IT,Marketing,12
EMP4353,38,Male,Asia,Manufacturing,Designer,29
EMP4354,50,Prefer not to say,Asia,Healthcare,Designer,33
EMP4355,46,Female,North America,Finance,Project Manager,15
EMP4356,26,Male,North America,Education,Software Engineer,14
EMP4357,52,Non-binary,Oceania,Healthcare,Data Scientist,30
EMP4358,51,Non-binary,Europe,Finance,Project Manager,28
EMP4359,30,Male,South America,Healthcare,Sales,27
EMP4360,38,Non-binary,Asia,Consulting,Software Engineer,19
EMP4361,24,Non-binary,Asia,Education,Project Manager,30
EMP4362,43,Male,South America,Retail,Marketing,26
EMP4363,56,Female,Europe,Education,Designer,28
EMP4364,36,Male,Africa,Retail,Sales,16
EMP4365,26,Female,North America,Manufacturing,Software Engineer,21
EMP4366,26,Male,South America,IT,Marketing,3
EMP4367,37,Female,Africa,IT,Sales,3
EMP4368,59,Non-binary,Africa,IT,Software Engineer,3
EMP4369,58,Female,Oceania,Manufacturing,Marketing,25
EMP4370,36,Female,Africa,Manufacturing,Project Manager,34
EMP4371,59,Female,Asia,Healthcare,Designer,16
EMP4372,56,Prefer not to say,North America,Education,Designer,11
EMP4373,23,Non-binary,South America,Manufacturing,Marketing,34
EMP4374,24,Male,Asia,IT,HR,4
EMP4375,28,Non-binary,Oceania,Finance,Designer,7
EMP4376,31,Female,North America,Retail,Data Scientist,27
EMP4377,38,Prefer not to say,Europe,Finance,Project Manager,25
EMP4378,56,Male,South America,IT,Software Engineer,30
EMP4379,47,Prefer not to say,North America,Consulting,HR,21
EMP4380,47,Prefer not to say,Europe,Healthcare,Marketing,19
EMP4381,43,Male,Africa,Healthcare,Marketing,19
EMP4382,27,Non-binary,North America,Finance,HR,33
EMP4383,25,Prefer not to say,Asia,Retail,Project Manager,26
EMP4384,35,Prefer not to say,North America,Retail,Project Manager,3
EMP4385,50,Female,Europe,Finance,Software Engineer,22
EMP4386,30,Prefer not to say,Asia,Education,Data Scientist,12
EMP4387,32,Female,Asia,Consulting,Marketing,4
EMP4388,54,Prefer not to say,Europe,Finance,Project Manager,1
EMP4389,23,Female,Europe,Manufacturing,Data Scientist,26
EMP4390,29,Prefer not to say,North America,Healthcare,HR,35
EMP4391,41,Non-binary,North America,Manufacturing,Sales,2
EMP4392,39,Female,North America,Retail,HR,18
EMP4393,22,Female,Europe,Education,Project Manager,22
EMP4394,48,Non-binary,North America,Finance,Software Engineer,30
EMP4395,52,Female,Europe,Healthcare,Data Scientist,23
EMP4396,28,Female,North America,IT,HR,29
EMP4397,36,Prefer not to say,Africa,Finance,Sales,1
EMP4398,29,Non-binary,North America,IT,HR,33
EMP4399,26,Female,Oceania,IT,Designer,32
EMP4400,27,Male,South America,Finance,Software Engineer,31
EMP4401,31,Prefer not to say,North America,Healthcare,Designer,14
EMP4402,47,Prefer not to say,Europe,Education,Project Manager,19
EMP4403,45,Male,Asia,Finance,HR,28
EMP4404,50,Prefer not to say,South America,Consulting,Project Manager,29
EMP4405,46,Female,Europe,IT,Data Scientist,5
EMP4406,24,Female,Africa,Education,Project Manager,15
EMP4407,24,Female,Asia,Finance,Designer,13
EMP4408,53,Prefer not to say,Europe,Retail,Designer,9
EMP4409,45,Female,Africa,Education,Project Manager,26
EMP4410,37,Male,Asia,Healthcare,Project Manager,27
EMP4411,29,Male,Africa,Finance,Software Engineer,26
EMP4412,38,Prefer not to say,Oceania,Consulting,HR,6
EMP4413,60,Prefer not to say,North America,Finance,Project Manager,3
EMP4414,47,Male,South America,Education,Designer,29
EMP4415,40,Prefer not to say,North America,Healthcare,Data Scientist,10
EMP4416,48,Prefer not to say,Oceania,Finance,Project Manager,26
EMP4417,44,Male,Europe,Retail,Software Engineer,20
EMP4418,37,Non-binary,Asia,IT,Software Engineer,13
EMP4419,37,Female,Oceania,Education,Software Engineer,25
EMP4420,50,Non-binary,North America,Healthcare,Designer,4
EMP4421,57,Prefer not to say,Europe,Healthcare,Software Engineer,35
EMP4422,42,Non-binary,Africa,Healthcare,Data Scientist,11
EMP4423,24,Female,Asia,Manufacturing,Sales,1
EMP4424,25,Female,South America,Retail,Marketing,21
EMP4425,39,Non-binary,Asia,IT,Software Engineer,26
EMP4426,40,Prefer not to say,Europe,Manufacturing,Software Engineer,2
EMP4427,29,Female,North America,Consulting,Marketing,29
EMP4428,56,Prefer not to say,Asia,Manufacturing,Data Scientist,6
EMP4429,29,Prefer not to say,North America,Finance,Marketing,11
EMP4430,23,Female,South America,Finance,Project Manager,31
EMP4431,49,Non-binary,South America,Healthcare,Designer,33
EMP4432,55,Female,North America,Manufacturing,Project Manager,10
EMP4433,38,Non-binary,Asia,Healthcare,Sales,26
EMP4434,40,Female,Oceania,Manufacturing,Data Scientist,31
EMP4435,34,Non-binary,North America,Finance,Marketing,23
EMP4436,52,Female,North America,IT,Software Engineer,30
EMP4437,31,Prefer not to say,South America,IT,Marketing,21
EMP4438,54,Female,Europe,IT,Sales,22
