Employee_ID,Work_ID,Wellness_ID,Stress_Level,Work_Life_Balance_Rating,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work
EMP3839,2853,39,High,2,Increase,3,Satisfied
EMP3840,3190,63,Medium,2,Increase,3,Unsatisfied
EMP3841,2570,37,Low,1,Decrease,4,Neutral
EMP3842,1131,52,High,2,Decrease,3,Unsatisfied
EMP3843,3191,15,Medium,3,Increase,3,Unsatisfied
EMP3844,3192,22,High,5,Decrease,1,Unsatisfied
EMP3845,3193,3,High,3,Decrease,1,Unsatisfied
EMP3846,3194,8,Medium,4,No Change,3,Unsatisfied
EMP3847,2361,2,Medium,5,No Change,4,Satisfied
EMP3848,1919,8,Low,5,Increase,5,Neutral
EMP3849,3195,45,Medium,5,Decrease,1,Neutral
EMP3850,1218,70,Medium,4,Increase,4,Neutral
EMP3851,3196,37,High,5,Increase,4,Unsatisfied
EMP3852,3197,67,High,3,Decrease,5,Unsatisfied
EMP3853,3198,64,Low,5,Decrease,4,Unsatisfied
EMP3854,3199,59,High,5,Increase,3,Neutral
EMP3855,3200,46,Low,5,Decrease,1,Neutral
EMP3856,3201,45,High,5,No Change,1,Satisfied
EMP3857,3202,68,Low,4,Decrease,3,Neutral
EMP3858,2781,47,Medium,5,Decrease,2,Satisfied
EMP3859,3203,49,High,4,No Change,2,Unsatisfied
EMP3860,3204,38,Low,4,Decrease,4,Neutral
EMP3861,1035,22,Low,2,Decrease,1,Neutral
EMP3862,195,15,Low,3,Increase,3,Satisfied
EMP3863,3205,8,Low,3,Decrease,4,Satisfied
EMP3864,3206,63,Low,1,Decrease,4,Unsatisfied
EMP3865,3207,17,High,4,Decrease,3,Satisfied
EMP3866,1988,25,Low,4,Decrease,1,Satisfied
EMP3867,3208,54,Low,5,Increase,1,Satisfied
EMP3868,3209,15,High,1,No Change,5,Neutral
EMP3869,1162,37,Medium,4,No Change,3,Satisfied
EMP3870,3210,72,Low,1,Increase,3,Satisfied
EMP3871,3211,41,Low,2,No Change,5,Neutral
EMP3872,1901,55,High,4,Increase,2,Satisfied
EMP3873,3212,41,Medium,1,Decrease,2,Neutral
EMP3874,3213,44,Medium,2,Increase,3,Unsatisfied
EMP3875,1258,13,Low,4,No Change,5,Unsatisfied
EMP3876,2123,25,High,4,No Change,1,Neutral
EMP3877,3214,52,Low,5,Decrease,3,Neutral
EMP3878,3215,72,High,2,Increase,4,Satisfied
EMP3879,3216,35,Low,4,Decrease,5,Unsatisfied
EMP3880,2085,25,Low,4,Increase,1,Satisfied
EMP3881,1918,22,High,1,Decrease,5,Unsatisfied
EMP3882,68,38,High,2,No Change,1,Unsatisfied
EMP3883,2670,33,High,5,Decrease,1,Satisfied
EMP3884,3217,59,Low,1,Decrease,4,Unsatisfied
EMP3885,3218,18,Medium,4,Increase,4,Neutral
EMP3886,3219,26,High,1,Decrease,4,Neutral
EMP3887,3220,44,High,3,No Change,1,Unsatisfied
EMP3888,3221,52,Low,2,Decrease,1,Satisfied
EMP3889,3222,70,Medium,4,Increase,5,Satisfied
EMP3890,2065,23,Medium,3,Decrease,5,Satisfied
EMP3891,3223,25,High,3,No Change,3,Neutral
EMP3892,3224,56,Low,5,Increase,2,Neutral
EMP3893,348,43,High,1,Increase,5,Satisfied
EMP3894,3225,11,Low,3,Increase,1,Neutral
EMP3895,3226,72,Medium,1,Increase,5,Satisfied
EMP3896,3227,30,Low,3,No Change,5,Unsatisfied
EMP3897,1583,52,High,2,No Change,5,Satisfied
EMP3898,3228,3,High,5,No Change,5,Satisfied
EMP3899,3229,22,High,5,Decrease,3,Neutral
EMP3900,3230,48,High,1,Decrease,4,Satisfied
EMP3901,3231,51,Low,3,Increase,2,Unsatisfied
EMP3902,3232,59,Medium,3,Decrease,5,Neutral
EMP3903,2769,7,Low,4,No Change,2,Neutral
EMP3904,3233,62,High,4,Decrease,3,Neutral
EMP3905,3234,1,High,5,No Change,4,Neutral
EMP3906,3235,40,High,3,Increase,5,Unsatisfied
EMP3907,3236,19,High,3,Decrease,3,Neutral
EMP3908,2213,4,High,5,Decrease,4,Satisfied
EMP3909,3222,54,High,4,Increase,2,Unsatisfied
EMP3910,1824,62,Low,5,Decrease,3,Unsatisfied
EMP3911,412,23,Low,5,Increase,1,Neutral
EMP3912,2274,52,Low,4,No Change,1,Unsatisfied
EMP3913,3237,15,Medium,1,Increase,3,Satisfied
EMP3914,3238,56,Medium,4,No Change,3,Satisfied
EMP3915,3239,4,High,4,Increase,3,Unsatisfied
EMP3916,3240,26,Medium,4,Decrease,2,Neutral
EMP3917,3241,22,Medium,4,No Change,4,Unsatisfied
EMP3918,232,56,Low,4,No Change,3,Unsatisfied
EMP3919,1503,48,Low,2,No Change,5,Unsatisfied
EMP3920,3242,37,High,2,Decrease,1,Satisfied
EMP3921,1410,38,High,1,Increase,3,Neutral
EMP3922,3243,33,Low,2,Increase,3,Unsatisfied
EMP3923,3244,58,Low,3,Increase,1,Neutral
EMP3924,3245,63,Medium,4,Decrease,2,Neutral
EMP3925,3246,31,Medium,3,Increase,1,Unsatisfied
EMP3926,3247,63,Low,1,Increase,4,Unsatisfied
EMP3927,3248,1,Low,3,No Change,2,Neutral
EMP3928,2768,63,Low,2,Decrease,4,Unsatisfied
EMP3929,3249,7,Medium,2,Decrease,3,Satisfied
EMP3930,3250,10,High,1,No Change,1,Neutral
EMP3931,1282,37,High,5,No Change,2,Unsatisfied
EMP3932,3251,53,Low,5,No Change,1,Satisfied
EMP3933,3252,50,High,1,Decrease,4,Unsatisfied
EMP3934,3253,23,Medium,2,Decrease,3,Neutral
EMP3935,3254,9,Medium,4,No Change,4,Neutral
EMP3936,3255,24,Medium,3,Increase,2,Neutral
EMP3937,1422,16,Medium,1,Decrease,2,Satisfied
EMP3938,3256,48,High,4,Decrease,2,Satisfied
EMP3939,3257,37,Low,3,Increase,5,Neutral
EMP3940,3258,56,High,3,No Change,4,Unsatisfied
EMP3941,3259,8,High,3,Increase,1,Neutral
EMP3942,2211,30,High,5,Increase,2,Neutral
EMP3943,3260,72,Low,4,No Change,4,Neutral
EMP3944,381,66,High,1,No Change,5,Satisfied
EMP3945,3261,52,High,1,Increase,3,Neutral
EMP3946,3262,44,Medium,2,No Change,5,Satisfied
EMP3947,3263,63,Medium,3,Decrease,3,Neutral
EMP3948,2980,52,Medium,3,No Change,5,Satisfied
EMP3949,3184,35,Low,1,Decrease,1,Satisfied
EMP3950,3264,52,Low,1,Decrease,2,Unsatisfied
EMP3951,3265,56,Medium,2,Increase,2,Neutral
EMP3952,3266,12,Medium,1,Increase,4,Unsatisfied
EMP3953,970,69,Low,5,Increase,1,Neutral
EMP3954,3267,37,Medium,1,Increase,2,Neutral
EMP3955,3268,20,Medium,4,Decrease,4,Unsatisfied
EMP3956,3269,22,High,2,Increase,4,Satisfied
EMP3957,3270,32,High,2,Increase,2,Neutral
EMP3958,3271,25,Low,3,No Change,3,Unsatisfied
EMP3959,1275,5,Medium,3,Decrease,2,Neutral
EMP3960,3272,26,Medium,1,Increase,5,Satisfied
EMP3961,224,57,Low,3,Decrease,5,Neutral
EMP3962,3273,34,Medium,2,No Change,2,Neutral
EMP3963,3274,18,Low,4,Increase,1,Unsatisfied
EMP3964,3004,57,High,1,No Change,2,Neutral
EMP3965,3275,25,High,2,Decrease,1,Unsatisfied
EMP3966,3276,43,High,4,Decrease,1,Satisfied
EMP3967,3277,59,Low,5,Decrease,5,Satisfied
EMP3968,3278,40,High,3,Decrease,2,Satisfied
EMP3969,470,23,Low,4,Decrease,5,Unsatisfied
EMP3970,3279,33,High,3,No Change,3,Satisfied
EMP3971,3280,26,Low,1,No Change,2,Satisfied
EMP3972,3281,35,Low,5,Decrease,4,Unsatisfied
EMP3973,3282,35,High,2,Decrease,4,Satisfied
EMP3974,487,14,Low,1,Decrease,2,Satisfied
EMP3975,3283,68,Medium,3,No Change,4,Satisfied
EMP3976,882,33,Low,2,Increase,2,Neutral
EMP3977,1041,41,Medium,1,No Change,5,Unsatisfied
EMP3978,3284,32,Low,3,Decrease,5,Unsatisfied
EMP3979,3285,31,Medium,4,Increase,4,Satisfied
EMP3980,1758,14,Medium,1,No Change,4,Satisfied
EMP3981,3286,28,Low,4,Decrease,4,Unsatisfied
EMP3982,3287,12,High,2,Increase,5,Unsatisfied
EMP3983,177,20,High,2,Decrease,5,Satisfied
EMP3984,3288,17,High,1,No Change,3,Satisfied
EMP3985,3289,28,High,1,No Change,4,Unsatisfied
EMP3986,2740,29,Low,5,Decrease,2,Satisfied
EMP3987,3290,43,Low,3,No Change,4,Neutral
EMP3988,3291,2,Low,1,Decrease,4,Unsatisfied
EMP3989,3292,18,Low,2,Decrease,1,Satisfied
EMP3990,3293,70,High,3,No Change,4,Satisfied
EMP3991,3294,14,Medium,4,Decrease,3,Neutral
EMP3992,2067,25,Low,4,No Change,4,Unsatisfied
EMP3993,3295,71,High,1,No Change,1,Neutral
EMP3994,3296,39,Low,3,Decrease,2,Satisfied
EMP3995,3261,48,High,1,Decrease,5,Unsatisfied
EMP3996,209,25,High,4,Decrease,4,Neutral
EMP3997,3297,30,High,3,Increase,2,Satisfied
EMP3998,3298,44,High,4,Increase,4,Satisfied
EMP3999,721,58,Medium,1,No Change,3,Unsatisfied
EMP4000,2358,23,Low,5,Decrease,4,Unsatisfied
EMP4001,1054,41,Low,1,Increase,2,Neutral
EMP4002,3299,65,Medium,4,No Change,5,Neutral
EMP4003,3300,10,High,1,Decrease,5,Unsatisfied
EMP4004,3301,54,Medium,1,Increase,4,Unsatisfied
EMP4005,3152,18,High,2,Increase,1,Satisfied
EMP4006,1925,15,Low,2,Increase,5,Satisfied
EMP4007,3302,28,Low,4,Decrease,2,Neutral
EMP4008,1032,23,High,4,No Change,3,Satisfied
EMP4009,3303,58,Medium,4,Increase,5,Neutral
EMP4010,3073,47,Low,1,Decrease,5,Unsatisfied
EMP4011,3304,28,High,2,Decrease,5,Neutral
EMP4012,3305,60,Medium,3,Increase,5,Unsatisfied
EMP4013,3306,30,High,1,Increase,5,Satisfied
EMP4014,684,9,Low,2,No Change,3,Neutral
EMP4015,3307,11,Low,1,Increase,4,Satisfied
EMP4016,3308,57,Medium,5,Increase,1,Unsatisfied
EMP4017,3309,70,High,1,Decrease,5,Neutral
EMP4018,492,37,High,4,Decrease,1,Neutral
EMP4019,3310,39,Low,5,No Change,1,Satisfied
EMP4020,3260,38,Low,4,Decrease,4,Satisfied
EMP4021,802,4,Low,5,Decrease,2,Unsatisfied
EMP4022,28,38,Low,3,Decrease,4,Neutral
EMP4023,3311,14,High,1,No Change,1,Satisfied
EMP4024,2833,10,High,2,No Change,2,Satisfied
EMP4025,952,48,Medium,3,No Change,3,Satisfied
EMP4026,3312,68,Low,4,Increase,3,Neutral
EMP4027,3313,58,High,4,Increase,3,Unsatisfied
EMP4028,1980,32,Medium,5,Increase,5,Satisfied
EMP4029,3314,23,Medium,3,No Change,3,Unsatisfied
EMP4030,3269,45,Low,4,Increase,1,Neutral
EMP4031,3315,37,Medium,5,Increase,1,Unsatisfied
EMP4032,1264,18,High,3,Increase,1,Neutral
EMP4033,3316,11,Low,1,Decrease,4,Neutral
EMP4034,3317,62,Medium,5,No Change,3,Satisfied
EMP4035,3138,34,Low,1,Increase,4,Neutral
EMP4036,3318,56,Medium,2,No Change,5,Unsatisfied
EMP4037,2919,49,High,2,Decrease,1,Satisfied
EMP4038,3240,44,Medium,4,No Change,3,Unsatisfied
EMP4039,3031,12,Medium,4,Increase,1,Unsatisfied
EMP4040,3319,25,Medium,5,Increase,4,Neutral
EMP4041,3320,41,Low,5,No Change,2,Neutral
EMP4042,3321,29,Low,2,Increase,5,Satisfied
EMP4043,723,61,Medium,3,Decrease,2,Neutral
EMP4044,3322,44,High,2,No Change,5,Unsatisfied
EMP4045,2420,53,High,3,No Change,3,Neutral
EMP4046,3323,22,High,3,Increase,3,Unsatisfied
EMP4047,3324,48,High,3,Increase,3,Neutral
EMP4048,208,45,High,4,Increase,4,Neutral
EMP4049,836,54,Medium,3,Decrease,1,Unsatisfied
EMP4050,3325,8,High,1,Increase,2,Neutral
EMP4051,3326,52,High,4,No Change,5,Satisfied
EMP4052,239,43,High,3,Decrease,2,Neutral
EMP4053,3327,39,High,4,Increase,4,Neutral
EMP4054,2390,33,Medium,4,Decrease,2,Unsatisfied
EMP4055,3328,46,High,1,Increase,5,Unsatisfied
EMP4056,3329,32,High,4,No Change,3,Neutral
EMP4057,920,54,Low,1,Decrease,3,Satisfied
EMP4058,2793,19,Medium,5,Decrease,2,Neutral
EMP4059,1547,7,Low,1,No Change,3,Unsatisfied
EMP4060,3330,56,Medium,5,No Change,5,Satisfied
EMP4061,3331,57,Medium,5,No Change,5,Unsatisfied
EMP4062,1097,70,Low,2,Increase,4,Unsatisfied
EMP4063,3332,40,Low,2,Decrease,1,Satisfied
EMP4064,816,54,Low,5,Decrease,1,Satisfied
EMP4065,3333,44,Low,4,Decrease,4,Satisfied
EMP4066,1052,16,Low,1,Decrease,3,Satisfied
EMP4067,3334,71,High,5,Decrease,4,Satisfied
EMP4068,1020,38,High,5,No Change,5,Satisfied
EMP4069,3335,7,Low,1,Decrease,2,Satisfied
EMP4070,3336,47,Medium,3,Increase,3,Neutral
EMP4071,3337,61,High,4,Decrease,2,Unsatisfied
EMP4072,3338,2,Low,5,No Change,1,Satisfied
EMP4073,3339,51,High,1,Decrease,5,Satisfied
EMP4074,3340,36,Low,3,No Change,1,Satisfied
EMP4075,3341,45,High,5,Increase,1,Unsatisfied
EMP4076,3342,14,Medium,3,Increase,2,Unsatisfied
EMP4077,3343,72,Medium,1,Increase,2,Satisfied
EMP4078,3344,15,Medium,4,No Change,5,Unsatisfied
EMP4079,3345,3,High,5,Decrease,3,Neutral
EMP4080,92,15,High,3,Increase,1,Unsatisfied
EMP4081,2068,57,Medium,3,No Change,2,Unsatisfied
EMP4082,3346,50,High,4,No Change,3,Satisfied
EMP4083,820,27,Medium,2,Decrease,5,Neutral
EMP4084,3347,63,Medium,1,Decrease,1,Satisfied
EMP4085,3348,43,Low,1,Decrease,1,Unsatisfied
EMP4086,3349,33,Medium,1,Decrease,5,Neutral
EMP4087,3350,51,High,3,No Change,3,Satisfied
EMP4088,3351,51,Low,4,No Change,3,Neutral
EMP4089,3352,61,High,3,Increase,3,Unsatisfied
EMP4090,674,11,Low,2,Decrease,1,Satisfied
EMP4091,3353,55,Medium,4,Increase,3,Neutral
EMP4092,2299,50,Low,3,No Change,5,Neutral
EMP4093,2184,63,High,5,No Change,3,Unsatisfied
EMP4094,681,65,Low,3,Decrease,2,Satisfied
EMP4095,3354,24,Medium,1,Increase,4,Satisfied
EMP4096,3355,71,Low,1,Increase,3,Satisfied
EMP4097,3356,70,Medium,2,No Change,2,Unsatisfied
EMP4098,3357,25,High,5,Increase,3,Unsatisfied
EMP4099,2151,71,Low,4,Increase,5,Neutral
EMP4100,2438,18,High,3,No Change,3,Satisfied
EMP4101,1031,56,High,1,No Change,3,Neutral
EMP4102,3358,55,High,1,Decrease,5,Satisfied
EMP4103,2340,48,High,2,No Change,2,Satisfied
EMP4104,56,71,Medium,2,Decrease,2,Satisfied
EMP4105,3359,3,Medium,4,Increase,3,Unsatisfied
EMP4106,3360,67,Low,2,No Change,2,Neutral
EMP4107,3361,59,Medium,3,Decrease,5,Neutral
EMP4108,3362,40,Low,2,Increase,1,Neutral
EMP4109,3363,50,Low,3,No Change,4,Neutral
EMP4110,3364,12,Medium,4,Increase,3,Unsatisfied
EMP4111,843,60,High,1,No Change,2,Unsatisfied
EMP4112,771,45,Medium,4,No Change,4,Neutral
EMP4113,2019,34,High,2,No Change,2,Satisfied
EMP4114,1840,46,Low,4,Increase,1,Unsatisfied
EMP4115,1817,18,High,5,No Change,3,Neutral
EMP4116,3365,66,Low,1,Decrease,1,Satisfied
EMP4117,533,47,Low,1,No Change,3,Neutral
EMP4118,3366,8,Medium,2,No Change,1,Unsatisfied
EMP4119,484,52,High,3,No Change,5,Unsatisfied
EMP4120,3367,69,High,1,No Change,3,Neutral
EMP4121,2800,18,High,3,Decrease,5,Unsatisfied
EMP4122,3368,21,High,4,No Change,3,Neutral
EMP4123,3369,51,Medium,1,No Change,1,Neutral
EMP4124,2460,41,Medium,1,Decrease,5,Satisfied
EMP4125,322,67,Medium,2,No Change,3,Unsatisfied
EMP4126,3017,22,Low,5,No Change,4,Unsatisfied
EMP4127,3370,50,Low,5,Decrease,4,Unsatisfied
EMP4128,3135,64,High,3,Decrease,1,Unsatisfied
EMP4129,3371,51,High,1,Increase,3,Satisfied
EMP4130,3372,55,Medium,4,No Change,1,Neutral
EMP4131,3373,9,High,2,Decrease,1,Neutral
EMP4132,3374,36,High,5,Increase,5,Satisfied
EMP4133,3375,15,High,4,Increase,5,Neutral
EMP4134,3376,36,High,3,Increase,5,Satisfied
EMP4135,3377,68,High,4,Increase,4,Neutral
EMP4136,2988,25,Medium,1,No Change,3,Neutral
EMP4137,3378,42,Low,2,No Change,3,Unsatisfied
EMP4138,3379,45,Medium,2,Increase,4,Satisfied
EMP4139,3380,41,High,5,Increase,2,Satisfied
EMP4140,1066,45,Low,2,No Change,4,Satisfied
EMP4141,3381,62,Medium,2,No Change,4,Unsatisfied
EMP4142,3382,62,Low,3,Increase,4,Neutral
EMP4143,3383,12,High,3,No Change,4,Unsatisfied
EMP4144,2794,46,Medium,3,No Change,3,Satisfied
EMP4145,3384,44,Low,2,Decrease,1,Unsatisfied
EMP4146,3385,15,Low,4,Decrease,1,Unsatisfied
EMP4147,3386,50,High,1,No Change,1,Satisfied
EMP4148,3387,25,Low,3,Increase,5,Unsatisfied
EMP4149,732,71,Low,4,Increase,3,Unsatisfied
EMP4150,1678,33,High,2,Increase,1,Unsatisfied
EMP4151,1379,6,High,3,Increase,1,Unsatisfied
EMP4152,515,62,Medium,5,No Change,3,Satisfied
EMP4153,3388,13,Medium,3,Decrease,4,Satisfied
EMP4154,2224,22,Low,3,Decrease,3,Unsatisfied
EMP4155,545,18,Low,5,Increase,1,Unsatisfied
EMP4156,3389,24,Low,3,No Change,2,Satisfied
EMP4157,3390,22,Medium,4,Decrease,4,Unsatisfied
EMP4158,3391,36,Medium,1,No Change,1,Unsatisfied
EMP4159,3392,38,Low,1,Decrease,4,Satisfied
EMP4160,3393,68,Medium,3,Decrease,3,Unsatisfied
EMP4161,3394,22,Low,5,No Change,2,Satisfied
EMP4162,3395,26,Medium,3,No Change,2,Unsatisfied
EMP4163,3396,66,Low,3,Decrease,4,Unsatisfied
EMP4164,3397,40,Low,5,Decrease,2,Neutral
EMP4165,1601,55,High,2,Decrease,1,Unsatisfied
EMP4166,3116,2,Medium,5,No Change,2,Satisfied
EMP4167,3398,12,Medium,4,Decrease,5,Satisfied
EMP4168,3399,30,Low,3,Decrease,3,Unsatisfied
EMP4169,858,59,High,5,Decrease,4,Unsatisfied
EMP4170,3400,69,High,2,No Change,4,Neutral
EMP4171,2805,62,Low,2,No Change,5,Satisfied
EMP4172,2728,54,Medium,5,No Change,1,Unsatisfied
EMP4173,1205,34,Low,5,No Change,3,Neutral
EMP4174,3401,36,Medium,1,Increase,1,Unsatisfied
EMP4175,75,40,Low,4,Increase,2,Unsatisfied
EMP4176,71,69,Low,5,Decrease,5,Satisfied
EMP4177,2381,58,Low,1,Increase,1,Unsatisfied
EMP4178,3402,8,High,3,No Change,1,Unsatisfied
EMP4179,2281,18,Low,5,No Change,3,Unsatisfied
EMP4180,2172,63,High,3,Increase,5,Neutral
EMP4181,76,4,High,5,No Change,3,Unsatisfied
EMP4182,3403,52,Medium,4,Increase,2,Satisfied
EMP4183,3404,39,Low,3,No Change,2,Unsatisfied
EMP4184,612,72,High,5,Decrease,3,Unsatisfied
EMP4185,3405,16,High,2,No Change,4,Neutral
EMP4186,3406,2,High,5,Decrease,5,Neutral
EMP4187,3407,14,High,4,No Change,1,Satisfied
EMP4188,3408,66,High,3,Decrease,2,Unsatisfied
EMP4189,456,31,Medium,1,Decrease,3,Unsatisfied
EMP4190,3409,26,Low,1,No Change,5,Neutral
EMP4191,3410,16,High,5,No Change,5,Neutral
EMP4192,2571,61,High,3,Increase,1,Unsatisfied
EMP4193,3411,13,Medium,1,Increase,4,Satisfied
EMP4194,3412,32,Medium,3,Increase,4,Unsatisfied
EMP4195,226,58,High,3,Decrease,5,Unsatisfied
EMP4196,3413,26,Low,1,No Change,1,Satisfied
EMP4197,3414,36,Low,4,No Change,3,Unsatisfied
EMP4198,3415,65,Low,5,Decrease,5,Satisfied
EMP4199,410,30,Low,4,Decrease,3,Unsatisfied
EMP4200,3416,5,Medium,2,Increase,5,Satisfied
EMP4201,3417,26,Medium,2,Increase,5,Neutral
EMP4202,396,39,Low,2,Increase,5,Satisfied
EMP4203,3418,15,High,3,No Change,2,Unsatisfied
EMP4204,3419,64,Low,4,No Change,1,Unsatisfied
EMP4205,3420,8,Medium,5,Decrease,2,Unsatisfied
EMP4206,3421,24,High,3,Decrease,3,Neutral
EMP4207,3422,10,Low,1,Increase,3,Satisfied
EMP4208,3423,41,Medium,2,Decrease,4,Satisfied
EMP4209,3424,12,High,1,Decrease,2,Neutral
EMP4210,2648,3,Medium,5,No Change,4,Satisfied
EMP4211,3425,19,Low,2,Decrease,3,Unsatisfied
EMP4212,526,42,High,5,No Change,5,Unsatisfied
EMP4213,3426,48,Low,2,Increase,5,Unsatisfied
EMP4214,3427,39,Low,2,No Change,4,Satisfied
EMP4215,3428,66,Low,5,Increase,1,Neutral
EMP4216,2630,62,High,2,Decrease,3,Unsatisfied
EMP4217,3429,25,Low,1,No Change,3,Unsatisfied
EMP4218,3430,37,Medium,4,Increase,4,Neutral
EMP4219,3431,42,Medium,2,No Change,4,Unsatisfied
EMP4220,824,46,High,1,Decrease,5,Satisfied
EMP4221,1437,25,Low,4,Decrease,4,Unsatisfied
EMP4222,3432,40,Low,4,Decrease,2,Unsatisfied
EMP4223,1459,20,Medium,4,Increase,3,Satisfied
EMP4224,3433,27,High,1,Decrease,4,Unsatisfied
EMP4225,3434,3,Low,5,No Change,4,Satisfied
EMP4226,1096,42,Low,3,No Change,5,Neutral
EMP4227,3435,6,Medium,2,Decrease,2,Neutral
EMP4228,3436,13,High,3,Increase,2,Neutral
EMP4229,3437,7,Medium,4,No Change,3,Satisfied
EMP4230,3438,49,High,4,No Change,1,Unsatisfied
EMP4231,3439,16,Medium,2,No Change,5,Unsatisfied
EMP4232,1228,17,Medium,3,Increase,4,Neutral
EMP4233,3440,24,Medium,2,Decrease,1,Unsatisfied
EMP4234,534,55,Medium,1,No Change,3,Unsatisfied
EMP4235,2624,13,Low,2,Decrease,2,Satisfied
EMP4236,3441,2,Medium,1,Decrease,4,Neutral
EMP4237,3442,7,Medium,2,No Change,3,Satisfied
EMP4238,3443,51,High,3,Decrease,4,Neutral
EMP4239,2004,58,Low,2,Decrease,3,Unsatisfied
EMP4240,3444,17,Low,4,Increase,3,Unsatisfied
EMP4241,3445,41,Medium,3,No Change,2,Unsatisfied
EMP4242,3446,72,Low,2,Decrease,5,Satisfied
EMP4243,3447,17,High,2,Increase,3,Satisfied
EMP4244,3009,23,Low,2,Decrease,4,Satisfied
EMP4245,3448,71,Low,3,No Change,1,Unsatisfied
EMP4246,3449,33,Low,4,Increase,3,Satisfied
EMP4247,3450,14,High,4,Decrease,2,Neutral
EMP4248,3451,46,Medium,1,No Change,1,Satisfied
EMP4249,1093,53,High,2,Decrease,5,Satisfied
EMP4250,1785,68,Medium,3,Decrease,3,Unsatisfied
EMP4251,1141,50,Medium,1,Decrease,2,Satisfied
EMP4252,3452,6,High,3,Increase,5,Neutral
EMP4253,3453,18,Medium,5,No Change,4,Neutral
EMP4254,3454,19,High,1,Decrease,5,Unsatisfied
EMP4255,510,1,Low,3,Decrease,1,Satisfied
EMP4256,3455,71,Medium,5,Increase,3,Satisfied
EMP4257,997,69,Medium,5,No Change,5,Satisfied
EMP4258,3456,60,Low,5,Increase,3,Neutral
EMP4259,3457,56,Low,3,Increase,3,Satisfied
EMP4260,2956,12,Medium,4,Decrease,1,Unsatisfied
EMP4261,3458,10,Low,2,No Change,2,Unsatisfied
EMP4262,846,45,Medium,3,Decrease,2,Unsatisfied
EMP4263,3459,8,Low,4,No Change,1,Satisfied
EMP4264,2944,6,Medium,5,Decrease,4,Unsatisfied
EMP4265,3460,2,Low,4,Decrease,1,Satisfied
EMP4266,3461,58,Medium,1,No Change,4,Neutral
EMP4267,2363,62,High,1,Decrease,2,Unsatisfied
EMP4268,270,50,Medium,2,No Change,1,Satisfied
EMP4269,793,67,Low,4,Increase,4,Neutral
EMP4270,3462,40,Medium,2,No Change,5,Neutral
EMP4271,3463,20,Low,5,No Change,2,Satisfied
EMP4272,3464,65,High,4,Increase,5,Unsatisfied
EMP4273,2484,70,High,2,Increase,2,Satisfied
EMP4274,3465,52,Medium,1,Decrease,1,Neutral
EMP4275,3466,7,Low,1,No Change,1,Satisfied
EMP4276,1148,22,Low,5,Decrease,1,Unsatisfied
EMP4277,3360,39,Low,2,Increase,1,Satisfied
EMP4278,1953,23,High,2,No Change,3,Satisfied
EMP4279,3467,71,High,1,Decrease,4,Satisfied
EMP4280,3468,63,Medium,2,No Change,5,Unsatisfied
EMP4281,3469,53,High,3,Decrease,3,Neutral
EMP4282,3470,43,High,4,No Change,3,Unsatisfied
EMP4283,708,28,Low,2,Decrease,3,Unsatisfied
EMP4284,3471,20,Medium,4,No Change,5,Unsatisfied
EMP4285,3472,58,Medium,3,Decrease,2,Neutral
EMP4286,3473,47,Low,5,No Change,2,Satisfied
EMP4287,3474,11,Medium,4,Decrease,5,Unsatisfied
EMP4288,2213,69,High,2,No Change,2,Satisfied
EMP4289,3475,58,Low,5,No Change,5,Unsatisfied
EMP4290,3476,4,High,3,Decrease,4,Neutral
EMP4291,3477,51,Low,5,No Change,3,Neutral
EMP4292,3399,58,Medium,3,Increase,2,Neutral
EMP4293,3478,31,Medium,3,No Change,3,Satisfied
EMP4294,3479,69,High,3,No Change,2,Unsatisfied
EMP4295,3480,48,Medium,3,Decrease,4,Neutral
EMP4296,3481,38,Medium,4,No Change,3,Unsatisfied
EMP4297,885,32,Low,1,No Change,3,Unsatisfied
EMP4298,3482,10,High,3,Decrease,1,Satisfied
EMP4299,3483,48,Medium,4,Decrease,3,Unsatisfied
EMP4300,3484,9,Low,1,Increase,5,Satisfied
EMP4301,67,2,High,1,Increase,5,Unsatisfied
EMP4302,70,4,Low,4,Increase,1,Unsatisfied
EMP4303,3485,15,High,1,No Change,3,Satisfied
EMP4304,2636,53,Low,2,No Change,1,Neutral
EMP4305,2288,43,Medium,5,Increase,3,Unsatisfied
EMP4306,3486,36,Medium,1,Increase,5,Unsatisfied
EMP4307,3487,46,High,1,Decrease,4,Satisfied
EMP4308,3488,20,High,4,Decrease,1,Neutral
EMP4309,3489,60,Medium,3,Decrease,4,Satisfied
EMP4310,2518,41,Medium,4,No Change,2,Unsatisfied
EMP4311,3490,50,High,1,No Change,1,Neutral
EMP4312,467,61,Low,1,No Change,2,Neutral
EMP4313,3437,35,High,2,Increase,2,Unsatisfied
EMP4314,2802,55,High,5,No Change,5,Unsatisfied
EMP4315,2484,33,High,1,No Change,5,Unsatisfied
EMP4316,3491,53,High,3,Increase,4,Neutral
EMP4317,3492,65,Low,5,Increase,5,Satisfied
EMP4318,3493,68,High,2,Increase,5,Unsatisfied
EMP4319,3494,10,Low,1,Decrease,2,Satisfied
EMP4320,3495,48,Low,5,Decrease,1,Unsatisfied
EMP4321,3496,27,Medium,5,Decrease,1,Satisfied
EMP4322,3497,26,High,4,Decrease,5,Satisfied
EMP4323,74,8,High,1,Decrease,4,Satisfied
EMP4324,2497,27,Medium,3,Increase,5,Satisfied
